UID,Type,Name,Programs,AKAs,Addresses,DOB
"23890","Entity","INVERSIONES PMA 243, C.A.","SDNTK","","Caracas, Venezuela",""
"23891","Entity","MATSUNICHI OIL TRAEADEZ 12, C.A.","SDNTK","","Caracas, Venezuela",""
"23892","Entity","MATSUNICHI OIL TRADER, C.A.","SDNTK","","Caracas, Venezuela",""
"23893","Entity","PLM CONSORCIO, C.A.","SDNTK","","Caracas, Venezuela",""
"23894","Entity","PLM CONSULTORES, C.A.","SDNTK","","Caracas, Venezuela",""
"23895","Entity","P.L.M. GROUP SOCIEDAD DE CORRETAJE DE VALORES, C.A.","SDNTK","","Caracas, Venezuela",""
"23896","Entity","PLM SECURITY CONTROL GROUP, C.A.","SDNTK","","Caracas, Venezuela",""
"23897","Entity","P L M SOCIEDAD DE CORRETAJE, C.A.","SDNTK","","Caracas, Venezuela",""
"23898","Entity","PLM TRANSPORTE, C.A.","SDNTK","","Caracas, Venezuela",""
"23899","Entity","TECHNO TRANSPORTE ML, C.A.","SDNTK","","Caracas, Venezuela",""
"23900","Entity","DEL BROS OVERSEAS, S.A.","SDNTK","","Panama, Panama",""
"23901","Entity","DMI TRADING INC.","SDNTK","","Panama, Panama",""
"23902","Entity","FINANCIAL CORPORATION FINCORP, C.A.","SDNTK","","Caracas, Venezuela",""
"23903","Entity","FINANCIAL CORPORATION (FINCORP INTERNATIONAL), S.A.","SDNTK","","Panama City, Panama",""
"23904","Entity","VIC DEL INC. (OFF SHORE)","SDNTK","","Panama, Panama",""
"23905","Entity","INVERSIONES MALAMAR R, C.A.","SDNTK","","Caracas, Venezuela",""
"23923","Individual","Abdifatah Abubakar ABDI","SDGT","MUHAJIR, Musa","Somalia | Mombasa, Kenya","15 Apr 1982"
"23924","Individual","Ahmad Iman ALI","SDGT","Sheikh Ahmed Iman ALI | Shaykh Ahmad Iman ALI | Ahmed Iman ALI | ZINIRA, Abu","Somalia","1973 | 1974 | 1972 | 1975"
"23943","Entity","INTERNET RESEARCH AGENCY LLC","CYBER2 | ELECTION-EO13848","MEDIASINTEZ LLC | GLAVSET LLC | MIXINFO LLC | AZIMUT LLC | NOVINFO LLC | GLAVSET, OOO | MEDIASINTEZ, OOO | NOVINFO, OOO | LAKHTA INTERNET RESEARCH","St. Petersburg, Russia | St. Petersburg, Russia | St. Petersburg, Russia | St. Petersburg, Russia | St. Petersburg, Russia",""
"23944","Individual","Mikhail Ivanovich BYSTROV","CYBER2","","Russia","21 Dec 1958"
"23945","Individual","Mikhail Leonidovich BURCHIK","CYBER2 | ELECTION-EO13848","Mikhail ABRAMOV","Russia","07 Jun 1986"
"23946","Individual","Aleksandra Yuryevna KRYLOVA","CYBER2","","Russia","01 Jul 1986"
"23947","Individual","Anna Vladislavovna BOGACHEVA","CYBER2","","Russia","13 Mar 1988"
"23948","Individual","Sergey Pavlovich POLOZOV","CYBER2","","Russia","13 Oct 1987"
"23949","Individual","Maria Anatolyevna BOVDA","CYBER2","Maria Anatolyevna BELYAEVA","Russia","21 Feb 1986"
"23950","Individual","Robert Sergeyevich BOVDA","CYBER2","","Russia","27 Aug 1989"
"23951","Individual","Dzheykhun Nasimi Ogly ASLANOV","CYBER2 | ELECTION-EO13848","Jayhoon ASLANOV | Jay ASLANOV","Russia","01 Jan 1990"
"23952","Individual","Vadim Vladimirovich PODKOPAEV","CYBER2 | ELECTION-EO13848","Vadim PODKOPAYEV","Russia","01 May 1985"
"23953","Individual","Gleb Igorevich VASILCHENKO","CYBER2","","Russia","13 Apr 1991"
"23954","Individual","Irina Viktorovna KAVERZINA","CYBER2","","Russia","18 Jul 1986"
"23955","Individual","Vladimir Dmitriyevich VENKOV","CYBER2 | ELECTION-EO13848","Vladimir VENKOV","Russia","28 May 1990"
"23956","Individual","Sergei AFANASYEV","CAATSA - RUSSIA","Sergey AFANASYEV","Russia","16 May 1963"
"23957","Individual","Grigoriy Viktorovich MOLCHANOV","CAATSA - RUSSIA","","","01 Jan 1956 to 31 Dec 1956"
"23963","Individual","Joe ASPERMAN","SDGT","","Syria","1987 | 1986 | 1988"
"23965","Entity","KATIBAT AL-IMAM AL-BUKHARI","SDGT","IMAM BUKHORI JAMAAT | IMAM BUKHARI BATTALION | IMAM BUKHARI JAMAAT | IMAM AL-BUKHARI BATTALION | IBB | IMAM AL-BUKHORIY BRIGADE | KATIBATUL IMOM AL-BUXORIY | KIB | IMOM BUXORIY KATIBASI","Aleppo, Syria | Afghanistan",""
"23983","Individual","Americo Alex MATA GARCIA","VENEZUELA","Americo MATA","Venezuela","02 Jan 1976"
"23984","Individual","Willian Antonio CONTRERAS","VENEZUELA","William CONTRERAS","Capital District, Venezuela","17 Aug 1968"
"23985","Individual","Nelson Reinaldo LEPAJE SALAZAR","VENEZUELA","","Venezuela","24 Apr 1969"
"24003","Individual","Behzad MESRI","CYBER2 | HRIT-IR","Skote Vahshat","Iran","26 Aug 1988 | 27 Aug 1988"
"24004","Individual","Ermias GHERMAY","LIBYA3","","Sabratha, Libya | Khartoum, Sudan | Tripoli, Libya","1972 to 1977"
"24026","Entity","RUSSIAN FINANCIAL CORPORATION","DPRK3 | RUSSIA-EO14024","RUSSIAN FINANCIAL CORPORATION BANK JSC | BANK ROSSISKAYA FINANSOVAYA KORPORATSIYA AKTSIONERNOE OBSHCHESTVO | AO RFK-BANK | RFC-BANK","Moscow, Russia | Moscow, Russia",""
"24027","Entity","MABNA INSTITUTE","CYBER2","","Tehran, Iran | Tehran, Iran | Zanjan, Iran",""
"24028","Individual","Mostafa SADEGHI","CYBER2","","","19 Jan 1990 | 20 Jan 1990 | 19 Jan 1991 | 20 Jan 1991"
"24029","Individual","Gholamreza RAFATNEJAD","CYBER2","Gholamreza RAFAT NEJAD","","23 May 1979"
"24030","Individual","Abuzar GOHARI MOQADAM","CYBER2","Abuzar GOHARIMOQADAM | Abuzar GOHARI MOGHADAM","","16 Sep 1980 | 17 Sep 1980"
"24031","Individual","Sajjad TAHMASEBI","CYBER2","","","19 Jun 1987"
"24032","Individual","Ehsan MOHAMMADI","CYBER2","","","25 Dec 1980"
"24033","Individual","Abdollah KARIMA","CYBER2","VAHID","","21 Mar 1979"
"24034","Individual","Roozbeh SABAHI","CYBER2","","","08 Mar 1994 | 09 Mar 1994"
"24035","Individual","Mohammed Reza SABAHI","CYBER2","FARAZ | Mohammad Reza SABAHI","","02 Dec 1991"
"24036","Individual","Seyed Ali MIRKARIMI","CYBER2","","","20 Sep 1983"
"24037","Entity","BARAKAT TRANSNATIONAL CRIMINAL ORGANIZATION","TCO","NASIF BARAKAT ALIEN SMUGGLING ORGANIZATION","Syria | Lebanon | United Arab Emirates | Turkey | Brazil | Colombia | Guatemala | Venezuela | Panama | Mexico",""
"24038","Individual","Nasif BARAKAT","TCO","Nassif BARKAT | Nassif BARAKAT | Nasif BARKAT | Abu TARIF | Nassif ABOUTARIF | Nasif Gergers BARAKAT ALVAHILH | Nasif Jarjis BARAKAT AL FAHILIH","Syria | Syria | Syria | Syria","20 Jun 1971 | 30 Nov 1970"
"24063","Individual","Andrey Leonidovich KOSTIN","UKRAINE-EO13661","","Moscow, Russia","21 Sep 1956"
"24083","Individual","Alexey Borisovich MILLER","RUSSIA-EO14024 | UKRAINE-EO13661","Alexei Borisovich MILLER","Moscow, Russia","31 Jan 1962"
"24103","Individual","Alexander Porfiryevich TORSHIN","UKRAINE-EO13661","","Moscow, Russia","27 Nov 1953"
"24123","Individual","Vladislav Matusovich REZNIK","UKRAINE-EO13661 | RUSSIA-EO14024","","Moscow, Russia","17 May 1954"
"24143","Individual","Vladimir Vasilyevich USTINOV","UKRAINE-EO13661 | RUSSIA-EO14024","","Russia","25 Feb 1953"
"24163","Individual","Alexey Gennadyevich DYUMIN","UKRAINE-EO13661","Alexei DYUMIN","Russia","28 Aug 1972"
"24183","Individual","Igor Arkadyevich ROTENBERG","UKRAINE-EO13662 | RUSSIA-EO14024","Igor Arkadevich ROTENBERG | Igor Arkadievich ROTENBERG | Igor Arkadiyovych ROTENBERH | Ihor Arkadiiovych ROTENBERG | Igor Arkadiiovych ROTENBERG | Igor Arkadiyevich ROTENBERG","Russia","09 May 1973"
"24184","Individual","Kirill Nikolaevich SHAMALOV","UKRAINE-EO13662","","","22 Mar 1982"
"24185","Entity","GAZPROM BURENIE, OOO","UKRAINE-EO13662","OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU GAZPROM BURENIE | LIMITED LIABILITY COMPANY GAZPROM BURENIYE | GAZPROM BURENIYE LLC | BUROVAYA KOMPANIYA OAO GAZPROM, DOCHERNEE OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU | GAZPROM DRILLING","Moscow, Russia",""
"24203","Entity","NPV ENGINEERING OPEN JOINT STOCK COMPANY","UKRAINE-EO13662","AKTSIONERNOE OBSHCHESTVO ENPIVI INZHINIRING | AO ENPIVI INZHINIRING | ENPIVI INZHINIRING, AO | NPV ENGINEERING JOINT STOCK COMPANY | OJSC NPV ENGINEERING","Moscow, Russia | Moscow, Russia",""
"24204","Entity","LADOGA MENEDZHMENT, OOO","UKRAINE-EO13662","OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU LADOGA MENEDZHMENT | OOO LADOGA MANAGEMENT","Moscow, Russia",""
"24223","Entity","B-FINANCE LTD","UKRAINE-EO13661 | UKRAINE-EO13662","","Road Town, Virgin Islands, British",""
"24224","Entity","BASIC ELEMENT LIMITED","UKRAINE-EO13661 | UKRAINE-EO13662","BAZOVY ELEMENT","Saint Helier, Jersey | Moscow, Russia",""
"24225","Entity","AGROHOLDING KUBAN","UKRAINE-EO13661 | UKRAINE-EO13662","KUBAN AGRO | KUBAN AGROHOLDING","Russia | Russia | Russia | Russia | Russia",""
"24229","Entity","RUSSIAN MACHINES","UKRAINE-EO13661 | UKRAINE-EO13662","RUSSKIE MASHINY","Moscow, Russia",""
"24230","Entity","GAZ GROUP","UKRAINE-EO13661 | UKRAINE-EO13662 | RUSSIA-EO14024","GAZ JSC | GAZ PAO","Russia | Moscow, Russia",""
"24231","Individual","Konstantin Iosifovich KOSACHEV","UKRAINE-EO13661 | RUSSIA-EO14024","","Russia","17 Sep 1962"
"24243","Individual","Saifullah KHALID","SDGT","","Lahore, Pakistan","1968"
"24244","Individual","Muzammil Iqbal HASHIMI","SDGT","Muzammil Iqbal HASHMI | SAHIB, Hashmi","Pakistan","1969 | 1970 | 1971"
"24245","Individual","Muhammad Harris DAR","SDGT","Muhammad HARIS","Faisalabad, Pakistan","16 Jan 1986"
"24263","Individual","Tabish QAYYUUM","SDGT","Muhammad Tabish Abdul QAYYUM | TABISH, Abdul Rahman Salar","Karachi, Pakistan","09 Apr 1983"
"24283","Individual","Oleg Vladimirovich DERIPASKA","UKRAINE-EO13661 | UKRAINE-EO13662","","Moscow, Russia | Russia | London, United Kingdom","02 Jan 1968"
"24303","Entity","RENOVA GROUP","UKRAINE-EO13662","JOINT-STOCK COMPANY RENOVA GROUP OF COMPANIES | JSC RENOVA GROUP OF COMPANIES","Moscow, Russia | Moscow, Russia",""
"24304","Individual","Fayyaz AHMAD","SDGT","FIYAZ, Sheikh | FIYYAZ, Sheikh | FAYAZ, Sheikh | FAIZ, Shaikh | BAHA'I, Fayaz | Muhammad FIAZ","Sheikhpura, Pakistan","05 Dec 1973"
"24305","Individual","Faisal NADEEM","SDGT","Faisal NADIM","Sanghar, Pakistan","03 May 1970"
"24306","Individual","Viktor Feliksovich VEKSELBERG","UKRAINE-EO13662 | RUSSIA-EO14024","Victor VEKSELBERG","Russia","14 Apr 1957"
"24308","Individual","Muhammad EHSAN","SDGT","Muhammad AHSAN | Muhammad IHSAN | ULLAH, Ehsan","Sialkot, Pakistan | Islamabad, Pakistan","1970 | 1971 | 1972"
"24309","Individual","Nikolai Platonovich PATRUSHEV","UKRAINE-EO13661 | RUSSIA-EO14024","Nikolai PATRUSHEV","Moscow, Russia","11 Jul 1951"
"24310","Individual","Musab ABU GREIN","LIBYA3","Mus'ab ABU-QURAYN","Sabratha, Libya","1982 to 1983"
"24311","Individual","Mohamed KOSHLAF","LIBYA3","Mohamed KASHLAF | Mohamed KHUSHLAF | Mohamed al-Aameen al-Arabi KOSHLAF | Al Qasseb | Mohammed Al Amin Al-Arabi KASHLAF","Zawiya, Libya","12 Dec 1985 | 02 Dec 1985"
"24312","Individual","Abd al-Rahman MILAD","LIBYA3","Abdurahman Al MILAD | al-Bija","Zawiya, Libya","27 Jul 1986"
"24313","Individual","Abd al-Razzak FITWI","LIBYA3","Ismail ABDELRAZAK | Abdurazak ESMAIL | Abdurazak FITIWI","Tripoli, Libya | Sabratha, Libya | Benghazi, Libya","1985 to 1987"
"24314","Individual","Ahmed DABBASHI","LIBYA3","Amu | Ahmad Mohammed Omar Al Fituri AL DABBASHI | Ahmad Oumar Imhamad AL-FITOURI","Sabratha, Libya","05 Jul 1988 | 07 May 1988"
"24315","Individual","Mikhail Efimovich FRADKOV","UKRAINE-EO13661","","Russia","01 Sep 1950"
"24316","Individual","Andrey Igorevich AKIMOV","UKRAINE-EO13661 | RUSSIA-EO14024","Andrei Igorevich AKIMOV","Russia","22 Sep 1953"
"24317","Individual","Vladimir Leonidovich BOGDANOV","UKRAINE-EO13662 | RUSSIA-EO14024","","Russia","28 May 1951"
"24318","Individual","Oleg GOVORUN","UKRAINE-EO13661","","Russia","15 Jan 1969"
"24319","Individual","Vladimir Alexandrovich KOLOKOLTSEV","UKRAINE-EO13661 | RUSSIA-EO14024","","Moscow, Russia","11 May 1961"
"24322","Individual","Alexander Alexandrovich ZHAROV","UKRAINE-EO13661","Aleksandr ZHAROV","Russia","11 Aug 1964"
"24324","Individual","Timur Samirovich VALIULIN","UKRAINE-EO13661","","Russia","20 Dec 1962"
"24325","Individual","Suleiman Abusaidovich KERIMOV","UKRAINE-EO13661 | RUSSIA-EO14024","Suleyman KERIMOV","Moscow, Russia | Antibes, France","12 Mar 1966"
"24326","Individual","Viktor Vasiliyevich ZOLOTOV","UKRAINE-EO13661 | RUSSIA-EO14024","Viktor Vasilyevich ZOLOTOV","Russia","27 Jan 1954"
"24327","Individual","Evgeniy Mikhailovich SHKOLOV","UKRAINE-EO13661","","Russia","31 Aug 1955"
"24343","Individual","Sergei FURSENKO","UKRAINE-EO13661","Sergey FURSENKO | Sergey Aleksandrovich FURSENKO","","11 Mar 1954"
"24386","Individual","Kuol Manyang JUUK","SOUTH SUDAN","Kuol Manyang JUUK CHAW","Juba, South Sudan","01 Jan 1945"
"24388","Individual","Martin Elia LOMURO","SOUTH SUDAN","Martin Elia LOMORO | Martin Elias LOMORO","Juba, South Sudan","28 Dec 1957"
"24389","Individual","Mohammad Ibrahim BAZZI","SDGT","Muhammad Ibrahim BAZZI | Mohamed BAZZI | Muhammed BAZZI","Jnah, Lebanon | Antwerpen, Belgium | Lebanon","10 Aug 1964"
"24390","Entity","ENERGY ENGINEERS PROCUREMENT AND CONSTRUCTION","SDGT","GLOBAL TRADING GROUP | GLOBAL TRADING GROUP NV | EEPC","Antwerpen, Belgium | Freetown, Sierra Leone | Banjul, The Gambia | Abidjan, Cote d Ivoire | Cotonou, Benin | Antwerpen, Belgium",""
"24391","Individual","Abdallah SAFI-AL-DIN","SDGT","Abdullah SAFIEDDINE","","08 Jul 1960"
"24392","Entity","AFRICA MIDDLE EAST INVESTMENT HOLDING SAL","SDGT","","Beirut, Lebanon",""
"24393","Entity","EURO AFRICAN GROUP LTD","SDGT","","Banjul, The Gambia | Banjul, The Gambia",""
"24394","Entity","PREMIER INVESTMENT GROUP SAL (OFF-SHORE)","SDGT","PREMIER INVESTMENT GROUP SAL | PREMIER INVESTMENT GROUP SAL OFF SHORE","Beirut, Lebanon | Beirut, Lebanon",""
"24395","Entity","BLUE AIRWAYS","IFSR | SDGT","BLUE SKY SZE","Tehran, Iran",""
"24396","Entity","OTIK AVIATION","IFSR | SDGT","OTIK HAVACILIK SANAYI VE TICARET LIMITED SIRKETI","Istanbul, Turkey | Istanbul, Turkey",""
"24423","Individual","Myrna Ajijul MABANZA","SDGT","Myrna Adijul MABANZA | Myrna Ajilul MABANZA","Philippines | Zamboanga City, Philippines","11 Jul 1991"
"24424","Individual","Diosdado CABELLO RONDON","VENEZUELA","","Venezuela","15 Apr 1963"
"24425","Individual","Jose David CABELLO RONDON","VENEZUELA","","Venezuela","11 Sep 1969"
"24427","Individual","Rafael Alfredo SARRIA DIAZ","VENEZUELA","Rafael A SARRIA-DIAZ | Rafael SARRIA","Venezuela | Madrid, Spain | Boca Raton, United States | New York, United States | Madrid, Spain | Caracas, Venezuela","11 Nov 1965"
"24428","Entity","SAI ADVISORS INC.","VENEZUELA","","Boca Raton, United States | Plantation, United States | Plantation, United States | Plantation, United States | Plantation, United States | Plantation, United States | Plantation, United States | Plantation, United States | Plantation, United States",""
"24429","Entity","NOOR PLANTATION INVESTMENTS LLC","VENEZUELA","","Boca Raton, United States | Plantation, United States | Plantation, United States | Plantation, United States",""
"24430","Entity","11420 CORP.","VENEZUELA","","Boca Raton, United States | Plantation, United States",""
"24431","Individual","Marleny Josefina CONTRERAS HERNANDEZ","VENEZUELA","Marleny CONTRERAS | Marleny Josefina CONTRERAS DE CABELLO | Marleny CONTRERAS DE CABELLO","Venezuela","14 Jun 1963"
"24450","Entity","PRIMORYE MARITIME LOGISTICS CO LTD","DPRK4","PML CO LTD","Vladivostok, Russia",""
"24451","Entity","GUDZON SHIPPING CO LLC","DPRK4","LLC GUDZON SHIPPING CO | OOO GUDZON SHIPPING CO | SK GUDZON, OOO","Vladivostok, Russia",""
"24470","Individual","Mahmud Bagheri KAZEMABAD","IFSR | SDGT | IRGC","Mahmud BAGHERI-KAZEMABAD | BAGHERI, Mahmud | Mahmud Kazemabad BAGHERI | Mahmoud Bagheri KAZEMABAD | BAGHERI, Mahmoud | Mahmoud Bagheri KZEMABAD","Iran","26 Jun 1965"
"24471","Individual","Mohammad Agha JA'FARI","IFSR | SDGT | IRGC","JA'FARI, Mohammad","Iran","1966 | 1967"
"24472","Individual","Javad Bordbar SHIR AMIN","IFSR | SDGT | IRGC","BORDBAR, Javad | Javad BORDBARSHERAMIN | Javad Ali BORDBARSHERAMIN","Iran","27 Oct 1981"
"24473","Individual","Mehdi AZARPISHEH","IFSR | SDGT | IRGC","MANSURI, Mehdi","Iran","31 Jul 1983"
"24474","Individual","Sayyed Mohammad Ali Haddadnezhad TEHRANI","IFSR | NPWMD | IRGC","Sayyed Mohammad Ali Jalal HADDADNEZHAD","Iran","1970"
"24475","Aircraft","EP-PUL","IFSR | SDGT | IRGC","","",""
"24476","Aircraft","EP-PUA","IFSR | SDGT | IRGC","","",""
"24477","Aircraft","EP-PUM","IFSR | SDGT | IRGC","","",""
"24478","Aircraft","EP-LDA","IFSR | SDGT | IRGC","","",""
"24479","Aircraft","EP-LDC","IFSR | SDGT | IRGC","","",""
"24480","Aircraft","EP-CAR","IFSR | SDGT","","",""
"24481","Aircraft","EP-CAQ","IFSR | SDGT","","",""
"24482","Aircraft","EP-CAP","IFSR | SDGT","","",""
"24483","Aircraft","EP-CAS","IFSR | SDGT","","",""
"24484","Aircraft","EP-CPD","IFSR | SDGT","","",""
"24485","Aircraft","EP-CPZ","IFSR | SDGT","","",""
"24486","Aircraft","EP-CPX","IFSR | SDGT","","",""
"24487","Aircraft","EP-CPU","IFSR | SDGT","","",""
"24488","Aircraft","EP-CPV","IFSR | SDGT","","",""
"24489","Aircraft","EP-MOR","IFSR | SDGT | NPWMD","","",""
"24490","Aircraft","EP-MOS","IFSR | SDGT | NPWMD","","",""
"24491","Aircraft","EP-MOQ","IFSR | SDGT | NPWMD","","",""
"24492","Aircraft","EP-MOP","IFSR | SDGT | NPWMD","","",""
"24493","Aircraft","EP-MOM","IFSR | SDGT | NPWMD","","",""
"24494","Aircraft","EP-MOD","IFSR | SDGT | NPWMD","","",""
"24495","Aircraft","EP-MMV","NPWMD | IFSR | SDGT","","",""
"24496","Aircraft","EP-MMJ","IFSR | SDGT | NPWMD","","",""
"24497","Aircraft","EP-MNF","IFSR | SDGT | NPWMD","","",""
"24498","Aircraft","EP-MMA","IFSR | SDGT | NPWMD","","",""
"24499","Aircraft","EP-MMB","IFSR | SDGT | NPWMD","","",""
"24500","Aircraft","EP-MMC","IFSR | SDGT | NPWMD","","",""
"24503","Aircraft","EP-SIG","IFSR | SDGT","","",""
"24504","Aircraft","EP-SIF","IFSR | SDGT","","",""
"24505","Aircraft","EP-AJI","IFSR | SDGT","","",""
"24506","Aircraft","EP-AJH","IFSR | SDGT","","",""
"24507","Aircraft","EP-AJC","IFSR | SDGT","","",""
"24508","Vessel","PATRIOT","DPRK4","","",""
"24509","Vessel","NEPTUN","DPRK4","","",""
"24510","Vessel","BELLA","DPRK4","","",""
"24511","Vessel","BOGATYR","DPRK4","","",""
"24512","Vessel","PARTIZAN","DPRK4","","",""
"24513","Vessel","SEVASTOPOL","DPRK4","","",""
"24514","Individual","Naim QASIM","SDGT","Naim QASSEM | Naim KASSEM","Lebanon","1953"
"24515","Entity","KOREA UNGUM CORPORATION","DPRK3","KOREA UNGUM COMPANY","Pyongyang, Korea, North",""
"24516","Entity","PROFINET PTE. LTD.","DPRK4","PROFINET, OOO | OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU PROFINET | PROFINET AGENCY","Nakhodka, Russia | Nakhodka, Russia | Nakhodka, Russia",""
"24517","Individual","Vasili Aleksandrovich KOLCHANOV","DPRK4","Vasiliy Aleksandrovich KOLCHANOV | Vasily KOLCHANOV","","25 Mar 1946"
"24518","Entity","DANDONG ZHONGSHENG INDUSTRY & TRADE CO., LTD.","NPWMD","DANDONG ZHONGSHENG INDUSTRY AND TRADE CO., LTD. | DANDONG ZHONGSHONG INDUSTRY & TRADE CORPORATION LTD. | DANDONG ZHONGSHONG INDUSTRY AND TRADE CORPORATION LTD. | DANDONG ZHONGSHONG INDUSTRY & TRADE | DANDONG ZHONGSHONG INDUSTRY AND TRADE | DANDONG ZHONGSENG INDUSTRY & TRADE | DANDONG ZHONGSENG INDUSTRY AND TRADE","Dandong, China | Dandong, China",""
"24519","Individual","Ibrahim Amin AL-SAYYID","SDGT","Ibrahim Amin SAYYED | AL-AMIN, Ibrahim","Lebanon","1953"
"24520","Individual","Muhammad YAZBAK","SDGT","Muhammad YAZBIK | Hosein ASSAF | Mohammad YAZBEK | Mohammad YAZBECK","Lebanon","1950"
"24521","Individual","Gulnihal YEGANE","IFSR | SDGT","Gulnihal Kulak YEGANE | Gulnihal YEGANE AKSIT","Istanbul, Turkey | Istanbul, Turkey","15 Sep 1975"
"24522","Entity","TRIGRON LOJISTIK KARGO LIMITED SIRKETI","IFSR | SDGT","TRIGRON CARGO LOGISTICS LTD. | TRIGRON KARGO LOJISTIK | TRIGRON KARGO","Istanbul, Turkey",""
"24523","Entity","3G LOJISTIK VE HAVACILIK HIZMETLARI LTD.","IFSR | SDGT","","Istanbul, Turkey",""
"24524","Entity","RA HAVACILIK LOJISTIK VE TASIMACILIK TICARET LIMITED","IFSR | SDGT","","Istanbul, Turkey",""
"24526","Individual","Iraj RONAGHI","IFSR | SDGT","","Tehran, Iran","18 Nov 1952"
"24527","Individual","Touraj ZANGANEH","IFSR | SDGT","Touraj Dehghani ZANGENEH | Tooraj Dehghani ZANGANEH | Touraj Dehgani ZANGENE","Iran","05 Aug 1958"
"24528","Individual","Husayn AL-KHALIL","SDGT","Husain KHALIL | Hossein KHALIL | Hussein KHALIL","Lebanon","1955"
"24529","Entity","DENA AIRWAYS","IFSR | SDGT","DENA AIRLINES","Tehran, Iran",""
"24530","Individual","Mas'ud NIKBAKHT","IFSR | SDGT | IRGC","Mas'ud NOWBAKHT | Mas'ud NOBAKHT | Sa'id NOWBAKHT | Abu Ali MAS'UD","","28 Dec 1961"
"24531","Individual","Sa'id NAJAFPUR","IFSR | SDGT | IRGC","Sa'id Najafpur CHEKOSARI | Behnam NAJAFPUR | SADR, Behnam | DADR, Behnam","","1980"
"24532","Individual","Mohammad Hasan KHODA'I","IFSR | SDGT | IRGC","Sajjad KALANTARI","","21 Sep 1983"
"24533","Individual","Meghdad AMINI","IRGC | IFSR | SDGT","","","05 Jun 1982"
"24534","Individual","Mohammadreza Khedmati VALADZAGHARD","IFSR | SDGT | IRGC","","","05 Apr 1986"
"24535","Individual","Foad SALEHI","IFSR | SDGT | IRGC","Foad Salehi BASIR | Foad Salehi BASAIR","","28 Apr 1986"
"24536","Entity","JAHAN ARAS KISH","IFSR | SDGT | IRGC","","Elahieh, Tehran, Iran | Kish, Iran",""
"24537","Entity","RASHED EXCHANGE","IFSR | SDGT | IRGC","SARAFI RASHED","",""
"24538","Entity","JOINT PARTNERSHIP OF MOHAMMADREZA KHEDMATI AND ASSOCIATES","IFSR | SDGT | IRGC","KHEDMATI AND COMPANY JOINT PARTNERSHIP","",""
"24541","Individual","Aras Habib KAREEM","IFSR | IRGC | SDGT","Aras Habib KARIM | Aras Habib Mohamed KAREEM | HABIB, Aras","Iraq","06 Aug 1967"
"24542","Individual","Valiollah SEIF","IFSR | SDGT","","Iran","1952"
"24543","Individual","Ali TARZALI","IFSR | SDGT","","Iran","10 Oct 1964"
"24544","Individual","Muhammad QASIR","SDGT","Muhammad Jafar QASIR | Mohammed Jaafar KASSIR | SALAH, Shaykh | FADI | MAJID | EYNAKI | GHOLI, Hossein","Syria","12 Feb 1967"
"24545","Entity","AL-BILAD ISLAMIC BANK FOR INVESTMENT AND FINANCE P.S.C.","IFSR | IRGC | SDGT","AL BILAD ISLAMIC BANK | AL ATTA ISLAMIC BANK FOR INVESTMENT AND FINANCE | AL ATAA ISLAMIC BANK FOR INVESTMENT AND FINANCE | AL-ATAA ISLAMIC BANK | AL-ATTA ISLAMIC BANK | AL-ATTAA ISLAMIC BANK","Baghdad, Iraq | Baghdad, Iraq | Erbil, Iraq | Baghdad, Iraq | Nasiryah, Iraq | Basra, Iraq | Sadr City, Iraq | Baghdad, Iraq | Karbala, Iraq | Najaf, Iraq | Zakho, Iraq | Baghdad, Iraq | Babel, Iraq | Beirut, Lebanon",""
"24546","Entity","ISIS IN THE GREATER SAHARA","SDGT","ISLAMIC STATE IN THE GREATER SAHARA | ISLAMIC STATE OF THE GREATER SAHEL | ISIS IN THE GREATER SAHEL | ISIS IN THE ISLAMIC SAHEL | ISIS-GS | ISGS","Mali | Niger | Burkina Faso",""
"24547","Individual","Adnan Abu Walid AL-SAHRAWI","SDGT","AL SAHRAWI, Abu Walid | Adnan Abu Walid AL-SAHRAOUI | Adnan Abu Waleed AL-SAHRAWI | Lehbib Ould Ali Ould Said Ould JOUMANI","Menaka, Mali","16 Feb 1973"
"24563","Entity","CAR ESCORT SERVICES S.A.L. OFF SHORE","SDGT","CAR ESCORT SERVICES SAL (OFF-SHORE)","Beirut, Lebanon",""
"24566","Entity","DALIAN SUN MOON STAR INTERNATIONAL LOGISTICS TRADING CO., LTD","DPRK4","DALIAN TIANBAO INTERNATIONAL LOGISTICS CO., LTD.","Dalian, China | Dalian, China",""
"24567","Entity","SINSMS PTE. LTD.","DPRK4","SUN MOON STAR (SINGAPORE) LTD.","Singapore, Singapore",""
"24583","Individual","Abdolhassan FIROUZABADI","IRAN-TRA","","Iran","08 Jan 1962"
"24584","Individual","Abdulali ALI-ASGARI","IRAN-TRA","","Iran","1958 to 1959"
